parent_foodcode,parent_desc,ingred_code,ingred_desc,ingred_wt
71103050,"Potato, boiled, from fresh, peel not eaten, made with margarine",2047,"Salt, table, iodized",0.4
71103050,"Potato, boiled, from fresh, peel not eaten, made with margarine",4610,"Margarine, regular, 80% fat, composite, stick, with salt",16.25
71103050,"Potato, boiled, from fresh, peel not eaten, made with margarine",4613,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",48.75
71103050,"Potato, boiled, from fresh, peel not eaten, made with margarine",4691,"Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D",8.75
71103050,"Potato, boiled, from fresh, peel not eaten, made with margarine",4694,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",26.25
71103050,"Potato, boiled, from fresh, peel not eaten, made with margarine",11363,"Potatoes, baked, flesh, without salt",100
71103105,"Potato, boiled, from fresh, peel eaten, NS as to fat",2047,"Salt, table, iodized",0.4
71103105,"Potato, boiled, from fresh, peel eaten, NS as to fat",4321,"Oil, table fat, averaged",5
71103105,"Potato, boiled, from fresh, peel eaten, NS as to fat",11674,"Potatoes, baked, flesh and skin, without salt",100
71103115,"Potato, boiled, from fresh, peel eaten, fat added, NS as to fat type",2047,"Salt, table, iodized",0.4
71103115,"Potato, boiled, from fresh, peel eaten, fat added, NS as to fat type",4321,"Oil, table fat, averaged",5
71103115,"Potato, boiled, from fresh, peel eaten, fat added, NS as to fat type",11674,"Potatoes, baked, flesh and skin, without salt",100
71103125,"Potato, boiled, from fresh,  peel eaten, no addded fat",2047,"Salt, table, iodized",0.4
71103125,"Potato, boiled, from fresh,  peel eaten, no addded fat",11674,"Potatoes, baked, flesh and skin, without salt",100
71103135,"Potato, boiled, from fresh, peel eaten, made with oil",2047,"Salt, table, iodized",0.4
71103135,"Potato, boiled, from fresh, peel eaten, made with oil",4322,"Vegetable oil, averaged",5
71103135,"Potato, boiled, from fresh, peel eaten, made with oil",11674,"Potatoes, baked, flesh and skin, without salt",100
71103140,"Potato, boiled, from fresh, peel eaten, made with butter",1001,"Butter, salted",5
71103140,"Potato, boiled, from fresh, peel eaten, made with butter",2047,"Salt, table, iodized",0.4
71103140,"Potato, boiled, from fresh, peel eaten, made with butter",11674,"Potatoes, baked, flesh and skin, without salt",100
71103150,"Potato, boiled, from fresh, peel eaten, made with margarine",2047,"Salt, table, iodized",0.4
71103150,"Potato, boiled, from fresh, peel eaten, made with margarine",4610,"Margarine, regular, 80% fat, composite, stick, with salt",16.25
71103150,"Potato, boiled, from fresh, peel eaten, made with margarine",4613,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",48.75
71103150,"Potato, boiled, from fresh, peel eaten, made with margarine",4691,"Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D",8.75
71103150,"Potato, boiled, from fresh, peel eaten, made with margarine",4694,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",26.25
71103150,"Potato, boiled, from fresh, peel eaten, made with margarine",11674,"Potatoes, baked, flesh and skin, without salt",100
71104040,"Potato, roasted, from fresh, peel eaten, NS as to fat",2047,"Salt, table, iodized",0.4
71104040,"Potato, roasted, from fresh, peel eaten, NS as to fat",4321,"Oil, table fat, averaged",5
71104040,"Potato, roasted, from fresh, peel eaten, NS as to fat",11674,"Potatoes, baked, flesh and skin, without salt",100
71104050,"Potato, roasted, from fresh, peel eaten, no added fat",2047,"Salt, table, iodized",0.4
71104050,"Potato, roasted, from fresh, peel eaten, no added fat",11674,"Potatoes, baked, flesh and skin, without salt",100
71104060,"Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type",2047,"Salt, table, iodized",0.4
71104060,"Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type",4321,"Oil, table fat, averaged",5
71104060,"Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type",11674,"Potatoes, baked, flesh and skin, without salt",100
71104070,"Potato, roasted, from fresh, peel eaten, made with oil",2047,"Salt, table, iodized",0.4
71104070,"Potato, roasted, from fresh, peel eaten, made with oil",4322,"Vegetable oil, averaged",5
71104070,"Potato, roasted, from fresh, peel eaten, made with oil",11674,"Potatoes, baked, flesh and skin, without salt",100
71104080,"Potato, roasted, from fresh, peel eaten, made with butter",1001,"Butter, salted",5
71104080,"Potato, roasted, from fresh, peel eaten, made with butter",2047,"Salt, table, iodized",0.4
71104080,"Potato, roasted, from fresh, peel eaten, made with butter",11674,"Potatoes, baked, flesh and skin, without salt",100
71104090,"Potato, roasted, from fresh, peel eaten, made with margarine",2047,"Salt, table, iodized",0.4
71104090,"Potato, roasted, from fresh, peel eaten, made with margarine",4610,"Margarine, regular, 80% fat, composite, stick, with salt",16.25
71104090,"Potato, roasted, from fresh, peel eaten, made with margarine",4613,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",48.75
71104090,"Potato, roasted, from fresh, peel eaten, made with margarine",4691,"Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D",8.75
71104090,"Potato, roasted, from fresh, peel eaten, made with margarine",4694,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",26.25
71104090,"Potato, roasted, from fresh, peel eaten, made with margarine",11674,"Potatoes, baked, flesh and skin, without salt",100
71104100,"Potato, roasted, from fresh, peel not eaten, NS as to fat",2047,"Salt, table, iodized",0.4
71104100,"Potato, roasted, from fresh, peel not eaten, NS as to fat",4321,"Oil, table fat, averaged",5
71104100,"Potato, roasted, from fresh, peel not eaten, NS as to fat",11363,"Potatoes, baked, flesh, without salt",100
71104110,"Potato, roasted, from fresh, peel not eaten, fat added, NS as to fat type",2047,"Salt, table, iodized",0.4
71104110,"Potato, roasted, from fresh, peel not eaten, fat added, NS as to fat type",4321,"Oil, table fat, averaged",5
71104110,"Potato, roasted, from fresh, peel not eaten, fat added, NS as to fat type",11363,"Potatoes, baked, flesh, without salt",100
71104120,"Potato, roasted, from fresh, peel not eaten, no added fat",2047,"Salt, table, iodized",0.4
71104120,"Potato, roasted, from fresh, peel not eaten, no added fat",11363,"Potatoes, baked, flesh, without salt",100
71104130,"Potato, roasted, from fresh, peel not eaten, made with oil",2047,"Salt, table, iodized",0.4
71104130,"Potato, roasted, from fresh, peel not eaten, made with oil",4322,"Vegetable oil, averaged",5
71104130,"Potato, roasted, from fresh, peel not eaten, made with oil",11363,"Potatoes, baked, flesh, without salt",100
71104140,"Potato, roasted, from fresh, peel not eaten, made with butter",1001,"Butter, salted",5
71104140,"Potato, roasted, from fresh, peel not eaten, made with butter",2047,"Salt, table, iodized",0.4
71104140,"Potato, roasted, from fresh, peel not eaten, made with butter",11363,"Potatoes, baked, flesh, without salt",100
71104150,"Potato, roasted, from fresh, peel not eaten, made with margarine",2047,"Salt, table, iodized",0.4
71104150,"Potato, roasted, from fresh, peel not eaten, made with margarine",4610,"Margarine, regular, 80% fat, composite, stick, with salt",16.25
71104150,"Potato, roasted, from fresh, peel not eaten, made with margarine",4613,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",48.75
71104150,"Potato, roasted, from fresh, peel not eaten, made with margarine",4691,"Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D",8.75
71104150,"Potato, roasted, from fresh, peel not eaten, made with margarine",4694,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D",26.25
71104150,"Potato, roasted, from fresh, peel not eaten, made with margarine",11363,"Potatoes, baked, flesh, without salt",100
71305030,"Potato, scalloped, from fresh",1009,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",45
71305030,"Potato, scalloped, from fresh",1111,"Milk, averaged fat, with added vitamin A and D",50
71305030,"Potato, scalloped, from fresh",2047,"Salt, table, iodized",0.8
71305030,"Potato, scalloped, from fresh",4323,"Table fat, averaged",4
71305030,"Potato, scalloped, from fresh",11363,"Potatoes, baked, flesh, without salt",100
71305030,"Potato, scalloped, from fresh",20081,"Wheat flour, white, all-purpose, enriched, bleached",3
71305040,"Potato, scalloped, from fresh, with meat",1009,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",45
71305040,"Potato, scalloped, from fresh, with meat",1111,"Milk, averaged fat, with added vitamin A and D",50
71305040,"Potato, scalloped, from fresh, with meat",2047,"Salt, table, iodized",0.8
71305040,"Potato, scalloped, from fresh, with meat",4323,"Table fat, averaged",7
71305040,"Potato, scalloped, from fresh, with meat",10879,"Pork, cured, ham -- water added, whole, boneless, separable lean only, heated, roasted",8
71305040,"Potato, scalloped, from fresh, with meat",11363,"Potatoes, baked, flesh, without salt",100
71305040,"Potato, scalloped, from fresh, with meat",20081,"Wheat flour, white, all-purpose, enriched, bleached",3
71401000,"Potato, french fries, NS as to fresh or frozen",4322,"Vegetable oil, averaged",9.090909091
71401000,"Potato, french fries, NS as to fresh or frozen",11403,"Potatoes, french fried, all types, salt added in processing, frozen, home-prepared, oven heated",90.90909091
71401010,"Potato, french fries, from fresh, fried",2047,"Salt, table, iodized",0.4
71401010,"Potato, french fries, from fresh, fried",4322,"Vegetable oil, averaged",15
71401010,"Potato, french fries, from fresh, fried",11363,"Potatoes, baked, flesh, without salt",50
71401010,"Potato, french fries, from fresh, fried",11674,"Potatoes, baked, flesh and skin, without salt",50
71401015,"Potato, french fries, from fresh, baked",2047,"Salt, table, iodized",0.4
71401015,"Potato, french fries, from fresh, baked",4322,"Vegetable oil, averaged",10
71401015,"Potato, french fries, from fresh, baked",11363,"Potatoes, baked, flesh, without salt",50
71401015,"Potato, french fries, from fresh, baked",11674,"Potatoes, baked, flesh and skin, without salt",50
71403040,"Potato, home fries, from fresh",2047,"Salt, table, iodized",0.8
71403040,"Potato, home fries, from fresh",4322,"Vegetable oil, averaged",13
71403040,"Potato, home fries, from fresh",11363,"Potatoes, baked, flesh, without salt",50
71403040,"Potato, home fries, from fresh",11674,"Potatoes, baked, flesh and skin, without salt",50
71405010,"Potato, hash brown, from fresh",2047,"Salt, table, iodized",1
71405010,"Potato, hash brown, from fresh",4322,"Vegetable oil, averaged",14
71405010,"Potato, hash brown, from fresh",11363,"Potatoes, baked, flesh, without salt",50
71405010,"Potato, hash brown, from fresh",11674,"Potatoes, baked, flesh and skin, without salt",50
71405019,"Potato, hash brown, from fresh, with cheese",1009,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",20
71405019,"Potato, hash brown, from fresh, with cheese",2047,"Salt, table, iodized",1
71405019,"Potato, hash brown, from fresh, with cheese",4322,"Vegetable oil, averaged",14
71405019,"Potato, hash brown, from fresh, with cheese",11363,"Potatoes, baked, flesh, without salt",50
71405019,"Potato, hash brown, from fresh, with cheese",11674,"Potatoes, baked, flesh and skin, without salt",50
71501010,"Potato, mashed, from fresh, made with milk",1049,"Cream, fluid, half and half",25
71501010,"Potato, mashed, from fresh, made with milk",2047,"Salt, table, iodized",0.6
71501010,"Potato, mashed, from fresh, made with milk",4323,"Table fat, averaged",3
71501010,"Potato, mashed, from fresh, made with milk",11363,"Potatoes, baked, flesh, without salt",100
71501011,"Potato, mashed, from fresh, made with milk, with cheese",1009,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",12
71501011,"Potato, mashed, from fresh, made with milk, with cheese",1049,"Cream, fluid, half and half",19.44012442
71501011,"Potato, mashed, from fresh, made with milk, with cheese",2047,"Salt, table, iodized",0.466562986
71501011,"Potato, mashed, from fresh, made with milk, with cheese",4323,"Table fat, averaged",2.33281493
71501011,"Potato, mashed, from fresh, made with milk, with cheese",11363,"Potatoes, baked, flesh, without salt",77.76049767
71501012,"Potato, mashed, from fresh, made with milk, with gravy",1049,"Cream, fluid, half and half",19.44012442
71501012,"Potato, mashed, from fresh, made with milk, with gravy",2047,"Salt, table, iodized",0.466562986
71501012,"Potato, mashed, from fresh, made with milk, with gravy",4323,"Table fat, averaged",2.33281493
71501012,"Potato, mashed, from fresh, made with milk, with gravy",6119,"Gravy, chicken, canned or bottled, ready-to-serve",25
71501012,"Potato, mashed, from fresh, made with milk, with gravy",11363,"Potatoes, baked, flesh, without salt",77.76049767
71501013,"Potato, mashed, from fresh, NFS",1049,"Cream, fluid, half and half",19.44012442
71501013,"Potato, mashed, from fresh, NFS",2047,"Salt, table, iodized",0.466562986
71501013,"Potato, mashed, from fresh, NFS",4323,"Table fat, averaged",2.33281493
71501013,"Potato, mashed, from fresh, NFS",11363,"Potatoes, baked, flesh, without salt",77.76049767
71505030,"Potato tots, from fresh, fried or baked",4322,"Vegetable oil, averaged",7
71505030,"Potato tots, from fresh, fried or baked",11398,"Potato puffs, frozen, unprepared",100
72107211,"Collards, fresh, cooked, no added fat",2047,"Salt, table, iodized",0.3
72107211,"Collards, fresh, cooked, no added fat",11161,"Collards, raw",100
72107221,"Collards, fresh, cooked, fat added, NS as to fat type",2047,"Salt, table, iodized",0.3
72107221,"Collards, fresh, cooked, fat added, NS as to fat type",4321,"Oil, table fat, averaged",3
72107221,"Collards, fresh, cooked, fat added, NS as to fat type",11161,"Collards, raw",100
72107227,"Collards, fresh, cooked with oil",2047,"Salt, table, iodized",0.3
72107227,"Collards, fresh, cooked with oil",4322,"Vegetable oil, averaged",3
72107227,"Collards, fresh, cooked with oil",11161,"Collards, raw",100
72107228,"Collards, fresh, cooked with butter or margarine",2047,"Salt, table, iodized",0.3
72107228,"Collards, fresh, cooked with butter or margarine",4323,"Table fat, averaged",3
72107228,"Collards, fresh, cooked with butter or margarine",11161,"Collards, raw",100
72118211,"Greens, fresh, cooked, no added fat",2047,"Salt, table, iodized",0.2991026919
72118211,"Greens, fresh, cooked, no added fat",11161,"Collards, raw",39.88035892
72118211,"Greens, fresh, cooked, no added fat",11233,"Kale, raw",39.88035892
72118211,"Greens, fresh, cooked, no added fat",11270,"Mustard greens, raw",9.970089731
72118211,"Greens, fresh, cooked, no added fat",11569,"Turnip greens, cooked, boiled, drained, without salt",9.970089731
72118221,"Greens, fresh, cooked, fat added",2047,"Salt, table, iodized",0.2912849062
72118221,"Greens, fresh, cooked, fat added",4321,"Oil, table fat, averaged",2.61374637
72118221,"Greens, fresh, cooked, fat added",11161,"Collards, raw",38.72216844
72118221,"Greens, fresh, cooked, fat added",11233,"Kale, raw",38.72216844
72118221,"Greens, fresh, cooked, fat added",11270,"Mustard greens, raw",9.68054211
72118221,"Greens, fresh, cooked, fat added",11569,"Turnip greens, cooked, boiled, drained, without salt",9.970089731
72119211,"Kale, fresh, cooked, no added fat",2047,"Salt, table, iodized",0.3
72119211,"Kale, fresh, cooked, no added fat",11233,"Kale, raw",100
72119221,"Kale, fresh, cooked, fat added",2047,"Salt, table, iodized",0.3
72119221,"Kale, fresh, cooked, fat added",4321,"Oil, table fat, averaged",3
72119221,"Kale, fresh, cooked, fat added",11233,"Kale, raw",100
72122211,"Mustard greens, fresh, cooked, no added fat",2047,"Salt, table, iodized",0.3
72122211,"Mustard greens, fresh, cooked, no added fat",11270,"Mustard greens, raw",100
72122221,"Mustard greens, fresh, cooked, fat added",2047,"Salt, table, iodized",0.3
72122221,"Mustard greens, fresh, cooked, fat added",4321,"Oil, table fat, averaged",3
72122221,"Mustard greens, fresh, cooked, fat added",11270,"Mustard greens, raw",100
72125211,"Spinach, fresh, cooked, no added fat",2047,"Salt, table, iodized",0.3
72125211,"Spinach, fresh, cooked, no added fat",11457,"Spinach, raw",100
72125217,"Spinach, fresh, cooked with oil",2047,"Salt, table, iodized",0.3
72125217,"Spinach, fresh, cooked with oil",4322,"Vegetable oil, averaged",3
72125217,"Spinach, fresh, cooked with oil",11457,"Spinach, raw",100
72125218,"Spinach, fresh, cooked with butter or margarine",2047,"Salt, table, iodized",0.3
72125218,"Spinach, fresh, cooked with butter or margarine",4323,"Table fat, averaged",3
72125218,"Spinach, fresh, cooked with butter or margarine",11457,"Spinach, raw",100
72125221,"Spinach, fresh, cooked, fat added, NS as to fat type",2047,"Salt, table, iodized",0.3
72125221,"Spinach, fresh, cooked, fat added, NS as to fat type",4321,"Oil, table fat, averaged",3
72125221,"Spinach, fresh, cooked, fat added, NS as to fat type",11457,"Spinach, raw",100
72128211,"Turnip greens, fresh, cooked, no added fat",2047,"Salt, table, iodized",0.3
72128211,"Turnip greens, fresh, cooked, no added fat",11569,"Turnip greens, cooked, boiled, drained, without salt",100
72128221,"Turnip greens, fresh, cooked, fat added",2047,"Salt, table, iodized",0.3
72128221,"Turnip greens, fresh, cooked, fat added",4321,"Oil, table fat, averaged",3
72128221,"Turnip greens, fresh, cooked, fat added",11569,"Turnip greens, cooked, boiled, drained, without salt",100
72201211,"Broccoli, fresh, cooked, no added fat",2047,"Salt, table, iodized",0.3
72201211,"Broccoli, fresh, cooked, no added fat",11090,"Broccoli, raw",100
72201221,"Broccoli, fresh, cooked, fat added, NS as to fat type",2047,"Salt, table, iodized",0.3
72201221,"Broccoli, fresh, cooked, fat added, NS as to fat type",4321,"Oil, table fat, averaged",3
72201221,"Broccoli, fresh, cooked, fat added, NS as to fat type",11090,"Broccoli, raw",100
72201223,"Broccoli, fresh, cooked with oil",2047,"Salt, table, iodized",0.3
72201223,"Broccoli, fresh, cooked with oil",4322,"Vegetable oil, averaged",3
72201223,"Broccoli, fresh, cooked with oil",11090,"Broccoli, raw",100
72201224,"Broccoli, fresh, cooked with butter or margarine",2047,"Salt, table, iodized",0.3
72201224,"Broccoli, fresh, cooked with butter or margarine",4323,"Table fat, averaged",3
72201224,"Broccoli, fresh, cooked with butter or margarine",11090,"Broccoli, raw",100
73102211,"Carrots, fresh, cooked, no added fat",2047,"Salt, table, iodized",0.3
73102211,"Carrots, fresh, cooked, no added fat",11124,"Carrots, raw",100
73102217,"Carrots, fresh, cooked with oil",2047,"Salt, table, iodized",0.3
73102217,"Carrots, fresh, cooked with oil",4322,"Vegetable oil, averaged",3
73102217,"Carrots, fresh, cooked with oil",11124,"Carrots, raw",100
73102218,"Carrots, fresh, cooked with butter or margarine",2047,"Salt, table, iodized",0.3
73102218,"Carrots, fresh, cooked with butter or margarine",4323,"Table fat, averaged",3
73102218,"Carrots, fresh, cooked with butter or margarine",11124,"Carrots, raw",100
73102221,"Carrots, fresh, cooked, fat added, NS as to fat type",2047,"Salt, table, iodized",0.3
73102221,"Carrots, fresh, cooked, fat added, NS as to fat type",4321,"Oil, table fat, averaged",3
73102221,"Carrots, fresh, cooked, fat added, NS as to fat type",11124,"Carrots, raw",100
73111211,"Peas and carrots, fresh, cooked, no added fat",2047,"Salt, table, iodized",0.3
73111211,"Peas and carrots, fresh, cooked, no added fat",11124,"Carrots, raw",50
73111211,"Peas and carrots, fresh, cooked, no added fat",11304,"Peas, green, raw",50
73111221,"Peas and carrots, fresh, cooked, fat added",2047,"Salt, table, iodized",0.3
73111221,"Peas and carrots, fresh, cooked, fat added",4321,"Oil, table fat, averaged",3
73111221,"Peas and carrots, fresh, cooked, fat added",11124,"Carrots, raw",50
73111221,"Peas and carrots, fresh, cooked, fat added",11304,"Peas, green, raw",50
73410300,"Sweet potato fries, NS as to fresh or frozen",4322,"Vegetable oil, averaged",9.090909091
73410300,"Sweet potato fries, NS as to fresh or frozen",31023,"Sweet Potatoes, french fried, frozen as packaged, salt added in processing",90.90909091
73410330,"Sweet potato fries, from fresh, fried",2047,"Salt, table, iodized",0.4
73410330,"Sweet potato fries, from fresh, fried",4322,"Vegetable oil, averaged",15
73410330,"Sweet potato fries, from fresh, fried",11508,"Sweet potato, cooked, baked in skin, flesh, without salt",100
73410340,"Sweet potato fries, from fresh, baked",2047,"Salt, table, iodized",0.4
73410340,"Sweet potato fries, from fresh, baked",4322,"Vegetable oil, averaged",10
73410340,"Sweet potato fries, from fresh, baked",11508,"Sweet potato, cooked, baked in skin, flesh, without salt",100
74201001,"Tomatoes, fresh, cooked",2047,"Salt, table, iodized",0.3
74201001,"Tomatoes, fresh, cooked",4321,"Oil, table fat, averaged",3
74201001,"Tomatoes, fresh, cooked",11529,"Tomatoes, red, ripe, raw, year round average",100
75201011,"Artichoke, fresh, cooked, no added fat",2047,"Salt, table, iodized",0.3
75201011,"Artichoke, fresh, cooked, no added fat",11008,"Artichokes, (globe or french), cooked, boiled, drained, without salt",100
75201021,"Artichoke, fresh, cooked, fat added",2047,"Salt, table, iodized",0.3
75201021,"Artichoke, fresh, cooked, fat added",4321,"Oil, table fat, averaged",3
75201021,"Artichoke, fresh, cooked, fat added",11008,"Artichokes, (globe or french), cooked, boiled, drained, without salt",100
75202011,"Asparagus, fresh, cooked, no added fat",2047,"Salt, table, iodized",0.3
75202011,"Asparagus, fresh, cooked, no added fat",11011,"Asparagus, raw",100
75202021,"Asparagus, fresh, cooked, fat added, NS as to fat type",2047,"Salt, table, iodized",0.3
75202021,"Asparagus, fresh, cooked, fat added, NS as to fat type",4321,"Oil, table fat, averaged",3
75202021,"Asparagus, fresh, cooked, fat added, NS as to fat type",11011,"Asparagus, raw",100
75202027,"Asparagus, fresh, cooked with oil",2047,"Salt, table, iodized",0.3
75202027,"Asparagus, fresh, cooked with oil",4322,"Vegetable oil, averaged",3
75202027,"Asparagus, fresh, cooked with oil",11011,"Asparagus, raw",100
75202028,"Asparagus, fresh, cooked with butter or margarine",2047,"Salt, table, iodized",0.3
75202028,"Asparagus, fresh, cooked with butter or margarine",4323,"Table fat, averaged",3
75202028,"Asparagus, fresh, cooked with butter or margarine",11011,"Asparagus, raw",100
75205021,"Green beans, fresh, cooked, no added fat",2047,"Salt, table, iodized",0.3
75205021,"Green beans, fresh, cooked, no added fat",11052,"Beans, snap, green, raw",100
75205031,"Green beans, fresh, cooked, fat added, NS as to fat type",2047,"Salt, table, iodized",0.3
75205031,"Green beans, fresh, cooked, fat added, NS as to fat type",4321,"Oil, table fat, averaged",3
75205031,"Green beans, fresh, cooked, fat added, NS as to fat type",11052,"Beans, snap, green, raw",100
75205044,"Green beans, fresh, cooked with oil",2047,"Salt, table, iodized",0.3
75205044,"Green beans, fresh, cooked with oil",4322,"Vegetable oil, averaged",3
75205044,"Green beans, fresh, cooked with oil",11052,"Beans, snap, green, raw",100
75205045,"Green beans, fresh, cooked with butter or margarine",2047,"Salt, table, iodized",0.3
75205045,"Green beans, fresh, cooked with butter or margarine",4323,"Table fat, averaged",3
75205045,"Green beans, fresh, cooked with butter or margarine",11052,"Beans, snap, green, raw",100
75208011,"Beets, fresh, cooked, no added fat",2047,"Salt, table, iodized",0.3
75208011,"Beets, fresh, cooked, no added fat",11080,"Beets, raw",100
75208021,"Beets, fresh, cooked, fat added",2047,"Salt, table, iodized",0.3
75208021,"Beets, fresh, cooked, fat added",4321,"Oil, table fat, averaged",3
75208021,"Beets, fresh, cooked, fat added",11080,"Beets, raw",100
75209011,"Brussels sprouts, fresh, cooked, no added fat",2047,"Salt, table, iodized",0.3
75209011,"Brussels sprouts, fresh, cooked, no added fat",11098,"Brussels sprouts, raw",100
75209021,"Brussels sprouts, fresh, cooked, fat added",2047,"Salt, table, iodized",0.3
75209021,"Brussels sprouts, fresh, cooked, fat added",4321,"Oil, table fat, averaged",3
75209021,"Brussels sprouts, fresh, cooked, fat added",11098,"Brussels sprouts, raw",100
75214011,"Cauliflower, fresh, cooked, no added fat",2047,"Salt, table, iodized",0.3
75214011,"Cauliflower, fresh, cooked, no added fat",11135,"Cauliflower, raw",100
75214021,"Cauliflower, fresh, cooked, fat added, NS as to fat type",2047,"Salt, table, iodized",0.3
75214021,"Cauliflower, fresh, cooked, fat added, NS as to fat type",4321,"Oil, table fat, averaged",3
75214021,"Cauliflower, fresh, cooked, fat added, NS as to fat type",11135,"Cauliflower, raw",100
75214027,"Cauliflower, fresh, cooked with oil",2047,"Salt, table, iodized",0.3
75214027,"Cauliflower, fresh, cooked with oil",4322,"Vegetable oil, averaged",3
75214027,"Cauliflower, fresh, cooked with oil",11135,"Cauliflower, raw",100
75214028,"Cauliflower, fresh, cooked with butter or margarine",2047,"Salt, table, iodized",0.3
75214028,"Cauliflower, fresh, cooked with butter or margarine",4323,"Table fat, averaged",3
75214028,"Cauliflower, fresh, cooked with butter or margarine",11135,"Cauliflower, raw",100
75216111,"Corn, fresh, cooked, no added fat",2047,"Salt, table, iodized",0.3
75216111,"Corn, fresh, cooked, no added fat",11167,"Corn, sweet, yellow, raw",100
75216121,"Corn, fresh, cooked, fat added, NS as to fat type",2047,"Salt, table, iodized",0.3
75216121,"Corn, fresh, cooked, fat added, NS as to fat type",4321,"Oil, table fat, averaged",3
75216121,"Corn, fresh, cooked, fat added, NS as to fat type",11167,"Corn, sweet, yellow, raw",100
75216134,"Corn, fresh, cooked with oil",2047,"Salt, table, iodized",0.3
75216134,"Corn, fresh, cooked with oil",4322,"Vegetable oil, averaged",3
75216134,"Corn, fresh, cooked with oil",11167,"Corn, sweet, yellow, raw",100
75216135,"Corn, fresh, cooked with butter or margarine",2047,"Salt, table, iodized",0.3
75216135,"Corn, fresh, cooked with butter or margarine",4323,"Table fat, averaged",3
75216135,"Corn, fresh, cooked with butter or margarine",11167,"Corn, sweet, yellow, raw",100
75219011,"Mushrooms, fresh, cooked, no added fat",2047,"Salt, table, iodized",0.3
75219011,"Mushrooms, fresh, cooked, no added fat",11260,"Mushrooms, white, raw",100
75219021,"Mushrooms, fresh, cooked, fat added, NS as to fat type",2047,"Salt, table, iodized",0.3
75219021,"Mushrooms, fresh, cooked, fat added, NS as to fat type",4321,"Oil, table fat, averaged",3
75219021,"Mushrooms, fresh, cooked, fat added, NS as to fat type",11260,"Mushrooms, white, raw",100
75219033,"Mushrooms, fresh, cooked with oil",2047,"Salt, table, iodized",0.3
75219033,"Mushrooms, fresh, cooked with oil",4322,"Vegetable oil, averaged",3
75219033,"Mushrooms, fresh, cooked with oil",11260,"Mushrooms, white, raw",100
75219034,"Mushrooms, fresh, cooked with butter or margarine",2047,"Salt, table, iodized",0.3
75219034,"Mushrooms, fresh, cooked with butter or margarine",4323,"Table fat, averaged",3
75219034,"Mushrooms, fresh, cooked with butter or margarine",11260,"Mushrooms, white, raw",100
75220011,"Okra, fresh, cooked, no added fat",2047,"Salt, table, iodized",0.3
75220011,"Okra, fresh, cooked, no added fat",11278,"Okra, raw",100
75220021,"Okra, fresh, cooked, fat added",2047,"Salt, table, iodized",0.3
75220021,"Okra, fresh, cooked, fat added",4321,"Oil, table fat, averaged",3
75220021,"Okra, fresh, cooked, fat added",11278,"Okra, raw",100
75224021,"Green peas, fresh, cooked, no added fat",2047,"Salt, table, iodized",0.3
75224021,"Green peas, fresh, cooked, no added fat",11304,"Peas, green, raw",100
75224031,"Green peas, fresh, cooked, fat added, NS as to fat type",2047,"Salt, table, iodized",0.3
75224031,"Green peas, fresh, cooked, fat added, NS as to fat type",4321,"Oil, table fat, averaged",3
75224031,"Green peas, fresh, cooked, fat added, NS as to fat type",11304,"Peas, green, raw",100
75224043,"Green peas, fresh, cooked with oil",2047,"Salt, table, iodized",0.3
75224043,"Green peas, fresh, cooked with oil",4322,"Vegetable oil, averaged",3
75224043,"Green peas, fresh, cooked with oil",11304,"Peas, green, raw",100
75224044,"Green peas, fresh, cooked with butter or margarine",2047,"Salt, table, iodized",0.3
75224044,"Green peas, fresh, cooked with butter or margarine",4323,"Table fat, averaged",3
75224044,"Green peas, fresh, cooked with butter or margarine",11304,"Peas, green, raw",100
75231011,"Snowpea, fresh, cooked, no added fat",2047,"Salt, table, iodized",0.3
75231011,"Snowpea, fresh, cooked, no added fat",11300,"Peas, edible-podded, raw",100
75231021,"Snowpea, fresh, cooked, fat added",2047,"Salt, table, iodized",0.3
75231021,"Snowpea, fresh, cooked, fat added",4321,"Oil, table fat, averaged",3
75231021,"Snowpea, fresh, cooked, fat added",11300,"Peas, edible-podded, raw",100
75233011,"Summer squash, yellow or green, fresh, cooked, no added fat",2047,"Salt, table, iodized",0.3
75233011,"Summer squash, yellow or green, fresh, cooked, no added fat",11467,"Squash, summer, crookneck and straightneck, raw",50
